RMS,MAV,VAR,ZC,SSC,Label
0.0966020932168068,0.0771635091490917,0.0093319644138686,49.0,57.0,0.0
0.0961911263042188,0.0769584140466737,0.0092527327796741,49.0,58.0,0.0
0.0951086561911395,0.0759227358320991,0.0090456564824843,51.0,58.0,0.0
0.0942420548083335,0.0750391272762644,0.0088815648944969,50.0,57.0,0.0
0.0942441084575718,0.0752543114424,0.0088819519789625,49.0,57.0,0.0
0.094041916471589,0.0748751274120589,0.0088438820536493,50.0,56.0,0.0
0.0944669009143274,0.0750684895731803,0.0089239953683573,52.0,58.0,0.0
0.0947853958158214,0.0754762205666851,0.0089842712599619,49.0,58.0,0.0
0.0948449949754203,0.0757198639763086,0.0089955730718875,49.0,58.0,0.0
0.0943711326196236,0.0749161063611651,0.0089059106719105,49.0,55.0,0.0
0.0943051272784565,0.0748476131672603,0.0088934570310058,51.0,57.0,0.0
0.0950196718046423,0.0756864112689092,0.0090287380298619,51.0,57.0,0.0
0.0947726692349518,0.075651097196609,0.0089818588339175,49.0,56.0,0.0
0.0944272867543343,0.0751831751816235,0.0089165124837852,50.0,58.0,0.0
0.0939299327928629,0.0746047760904981,0.0088228322744717,51.0,58.0,0.0
0.093637608545035,0.0742170778969271,0.0087680017340332,50.0,56.0,0.0
0.0936958935001832,0.0741287214485636,0.0087789204587976,50.0,55.0,0.0
0.0947207304001312,0.0751184402681829,0.0089720167675343,49.0,55.0,0.0
0.0955318783152617,0.0759952799202206,0.0091263397744419,49.0,56.0,0.0
0.0954781936386588,0.0760630180104228,0.0091160854605012,49.0,56.0,0.0
0.0952262106013647,0.0757483470140857,0.0090680311854954,50.0,56.0,0.0
0.0950808346211581,0.0756809043129374,0.009040365112256,50.0,55.0,0.0
0.0955278401900769,0.0763788686330747,0.0091255682513808,49.0,55.0,0.0
0.0953012660541241,0.0759039772704672,0.0090823313115189,49.0,56.0,0.0
0.0953751607487179,0.0759327705412818,0.0090964212878437,50.0,56.0,0.0
0.0954811528225139,0.0759214518290871,0.0091166505443162,50.0,56.0,0.0
0.0954795837040502,0.0759738777264911,0.0091163509042987,49.0,56.0,0.0
0.0954506758725484,0.0758402419047466,0.0091108315245262,50.0,55.0,0.0
0.0963784407385264,0.0768633949817915,0.0092888038391896,49.0,55.0,0.0
0.0975399131338482,0.0779140123184658,0.0095140346541586,49.0,55.0,0.0
0.0970599503563747,0.0776468475631101,0.0094206339631819,49.0,56.0,0.0
0.0959951760349907,0.0766194251159179,0.0092150738219888,52.0,56.0,0.0
0.0951840631040316,0.0757893882757187,0.0090600058689922,50.0,55.0,0.0
0.0952014952111041,0.0760187927405175,0.0090633246904298,49.0,55.0,0.0
0.0950011585117451,0.0756401444311154,0.0090252201185737,50.0,54.0,0.0
0.0954127492016991,0.0758072075681208,0.0091035927102263,50.0,55.0,0.0
0.0957280941677583,0.0762439776069345,0.0091638680129912,51.0,56.0,0.0
0.0957681939147702,0.0764243112122236,0.009171546965697,51.0,56.0,0.0
0.0953115826352595,0.0756854837517743,0.0090842977844379,50.0,53.0,0.0
0.0953139373236005,0.0756519862742452,0.0090847466481272,49.0,55.0,0.0
0.0961334663972231,0.076545995238784,0.009241643361546,51.0,55.0,0.0
0.0959308150097417,0.0765830708027793,0.0092027212684332,49.0,54.0,0.0
0.0956040045553256,0.0760895037246574,0.0091401256870147,50.0,56.0,0.0
0.0951459136332279,0.0755054562891825,0.0090527448811016,51.0,56.0,0.0
0.0948607740879445,0.0750934058715038,0.008998566460564,50.0,54.0,0.0
0.0948583164039283,0.0749217259857757,0.0089981001909877,50.0,53.0,0.0
0.0955435983498807,0.0757670824405855,0.0091285791856433,49.0,53.0,0.0
0.0961336747201027,0.0764869389684526,0.0092416834151905,49.0,53.0,0.0
0.0960285271822183,0.0764482043442207,0.009221478032786,49.0,54.0,0.0
0.0957854732919119,0.0761546108169121,0.0091748568937555,50.0,54.0,0.0
0.0955637517722688,0.0759730569594874,0.0091324306527918,50.0,53.0,0.0
0.0958021843360426,0.0764855020861861,0.0091780585235571,49.0,53.0,0.0
0.0955556215465674,0.0758875817800792,0.0091308768091508,49.0,54.0,0.0
0.095813665164587,0.07610837710302,0.0091802584322715,50.0,54.0,0.0
0.096017334295214,0.0762403169009613,0.0092193284851588,50.0,54.0,0.0
0.096022733220385,0.0763339168292572,0.0092203652951132,49.0,54.0,0.0
0.0959685684311021,0.0761699290701852,0.0092099661267151,50.0,53.0,0.0
0.0968839110554012,0.0772042526516089,0.0093864922213908,49.0,53.0,0.0
0.0981923187898086,0.0782936224523575,0.0096417314693194,49.0,53.0,0.0
0.0977665759172524,0.0780611523371785,0.0095583033665838,49.0,54.0,0.0
0.0966426777533689,0.0769616091979386,0.0093398071633415,49.0,54.0,0.0
0.0956809377226237,0.075906926279496,0.0091548418434806,50.0,53.0,0.0
0.0956055540001728,0.0760467184068841,0.0091404219556799,49.0,51.0,0.0
0.0954536829840234,0.0757499168714279,0.0091114055952144,50.0,52.0,0.0
0.0959572870466971,0.0760161120408529,0.0092078009373622,50.0,53.0,0.0
0.0963189263311408,0.0765359971352405,0.0092773355695837,49.0,52.0,0.0
0.0963833868738639,0.0767808202252051,0.0092897572652769,49.0,52.0,0.0
0.0959038858004545,0.0759680246919081,0.0091975553116266,49.0,51.0,0.0
0.0958524604921531,0.0759495068146723,0.0091876941823997,49.0,53.0,0.0
0.0966161700008035,0.0768014260840121,0.0093346843056241,51.0,53.0,0.0
0.0963890356393654,0.0768083170264399,0.0092908461914868,49.0,52.0,0.0
